method,stage,t,d_median,d_q25,d_q75,tau,n_rollouts
er,4,265,2.3917,1.9184,3.0505,3.8298,30
er,4,270,2.3917,1.9184,3.0505,3.8298,30
er,4,275,2.3917,1.9184,3.0505,3.8298,30
er,4,280,2.3917,1.9184,3.0505,3.8298,30
er,4,285,2.3917,1.9184,3.0505,3.8298,30
er,4,290,2.3917,1.9184,3.0505,3.8298,30
er,4,295,2.3917,1.9184,3.0505,3.8298,30
packnet,1,0,1.1679,1.0289,1.4495,3.8298,30
packnet,1,5,1.1513,1.0400,1.4510,3.8298,30
packnet,1,10,1.1553,1.0625,1.4524,3.8298,30
packnet,1,15,1.1860,1.0736,1.4570,3.8298,30
packnet,1,20,1.1651,1.0944,1.4711,3.8298,30
packnet,1,25,1.2031,1.0591,1.4567,3.8298,30
packnet,1,30,1.1839,1.0796,1.4511,3.8298,30
packnet,1,35,1.1484,1.0448,1.4582,3.8298,30
packnet,1,40,1.1905,1.0566,1.5284,3.8298,30
packnet,1,45,1.4144,1.1797,1.6603,3.8298,30
packnet,1,50,1.5342,1.2834,1.7917,3.8298,30
packnet,1,55,1.6444,1.4326,1.9048,3.8298,30
packnet,1,60,1.7687,1.5882,2.3106,3.8298,30
packnet,1,65,1.8116,1.6139,2.3403,3.8298,30
packnet,1,70,1.7964,1.5349,2.1745,3.8298,30
packnet,1,75,1.8382,1.5788,2.0973,3.8298,30
packnet,1,80,1.7586,1.5681,2.0706,3.8298,30
packnet,1,85,1.7493,1.5681,2.0706,3.8298,30
packnet,1,90,1.7493,1.5681,2.0706,3.8298,30
packnet,1,95,1.7493,1.5681,2.0706,3.8298,30
packnet,1,100,1.7493,1.5681,2.0706,3.8298,30
packnet,1,105,1.7493,1.5681,2.0706,3.8298,30
packnet,1,110,1.7493,1.5681,2.0706,3.8298,30
packnet,1,115,1.7493,1.5681,2.0706,3.8298,30
packnet,1,120,1.7493,1.5681,2.0706,3.8298,30
packnet,1,125,1.7493,1.5681,2.0706,3.8298,30
packnet,1,130,1.7493,1.5681,2.0706,3.8298,30
packnet,1,135,1.7493,1.5681,2.0706,3.8298,30
packnet,1,140,1.7493,1.5681,2.0706,3.8298,30
packnet,1,145,1.7493,1.5681,2.0706,3.8298,30
packnet,1,150,1.7493,1.5681,2.0706,3.8298,30
packnet,1,155,1.7493,1.5681,2.0706,3.8298,30
packnet,1,160,1.7493,1.5681,2.0706,3.8298,30
packnet,1,165,1.7493,1.5681,2.0706,3.8298,30
packnet,1,170,1.7493,1.5681,2.0706,3.8298,30
packnet,1,175,1.7493,1.5681,2.0706,3.8298,30
packnet,1,180,1.7493,1.5681,2.0706,3.8298,30
packnet,1,185,1.7493,1.5681,2.0706,3.8298,30
packnet,1,190,1.7493,1.5681,2.0706,3.8298,30
packnet,1,195,1.7493,1.5681,2.0706,3.8298,30
packnet,1,200,1.7493,1.5681,2.0706,3.8298,30
packnet,1,205,1.7493,1.5681,2.0706,3.8298,30
packnet,1,210,1.7493,1.5681,2.0706,3.8298,30
packnet,1,215,1.7493,1.5681,2.0706,3.8298,30
packnet,1,220,1.7493,1.5681,2.0706,3.8298,30
packnet,1,225,1.7493,1.5681,2.0706,3.8298,30
packnet,1,230,1.7493,1.5681,2.0706,3.8298,30
packnet,1,235,1.7493,1.5681,2.0706,3.8298,30
packnet,1,240,1.7493,1.5681,2.0706,3.8298,30
packnet,1,245,1.7493,1.5681,2.0706,3.8298,30
packnet,1,250,1.7493,1.5681,2.0706,3.8298,30
packnet,1,255,1.7493,1.5681,2.0706,3.8298,30
packnet,1,260,1.7493,1.5681,2.0706,3.8298,30
packnet,1,265,1.7493,1.5681,2.0706,3.8298,30
packnet,1,270,1.7493,1.5681,2.0706,3.8298,30
packnet,1,275,1.7493,1.5681,2.0706,3.8298,30
packnet,1,280,1.7493,1.5681,2.0706,3.8298,30
packnet,1,285,1.7493,1.5681,2.0706,3.8298,30
packnet,1,290,1.7493,1.5681,2.0706,3.8298,30
packnet,1,295,1.7493,1.5681,2.0706,3.8298,30
packnet,2,0,1.1848,1.0088,1.4598,3.8298,30
packnet,2,5,1.1664,1.0649,1.4796,3.8298,30
packnet,2,10,1.5920,1.3371,1.7220,3.8298,30
packnet,2,15,1.9846,1.7614,2.2058,3.8298,30
packnet,2,20,2.5513,2.2810,2.7518,3.8298,30
packnet,2,25,3.1769,2.9577,3.3404,3.8298,30
packnet,2,30,3.7218,3.5483,3.8687,3.8298,30
packnet,2,35,4.0129,3.8487,4.1844,3.8298,30
packnet,2,40,4.1365,3.9037,4.3301,3.8298,30
packnet,2,45,4.1117,3.9429,4.3640,3.8298,30
packnet,2,50,4.3730,4.0467,4.7045,3.8298,30
packnet,2,55,5.0006,4.1268,18.7859,3.8298,30
packnet,2,60,9.4604,4.5709,19.1414,3.8298,30
packnet,2,65,16.3136,5.0949,26.7409,3.8298,30
packnet,2,70,16.2737,5.8997,29.7550,3.8298,30
packnet,2,75,14.9068,5.0571,32.3546,3.8298,30
packnet,2,80,14.8656,4.9941,34.7908,3.8298,30
packnet,2,85,14.7730,4.7491,38.9484,3.8298,30
packnet,2,90,14.6919,4.5807,40.2083,3.8298,30
packnet,2,95,15.4341,5.0117,39.4930,3.8298,30
packnet,2,100,17.0030,4.8950,35.8320,3.8298,30
packnet,2,105,18.1036,4.6269,36.8777,3.8298,30
packnet,2,110,18.1226,4.4747,38.2010,3.8298,30
packnet,2,115,18.1553,4.5029,39.3263,3.8298,30
packnet,2,120,18.2434,5.5111,37.6005,3.8298,30
packnet,2,125,18.2842,6.0235,36.4207,3.8298,30
packnet,2,130,18.3039,4.5691,37.3219,3.8298,30
packnet,2,135,18.2826,4.9640,34.8997,3.8298,30
packnet,2,140,18.2232,4.7025,34.8825,3.8298,30
packnet,2,145,18.1516,4.5656,34.8836,3.8298,30
packnet,2,150,18.1236,4.5140,34.8809,3.8298,30
packnet,2,155,18.1205,4.4148,33.4265,3.8298,30
packnet,2,160,18.1205,4.4317,33.6444,3.8298,30
packnet,2,165,18.1205,4.4967,33.5264,3.8298,30
packnet,2,170,18.1205,4.6488,33.5978,3.8298,30
packnet,2,175,18.1205,4.6634,34.1729,3.8298,30
packnet,2,180,18.1205,4.7636,34.8710,3.8298,30
packnet,2,185,18.1205,5.1453,34.8689,3.8298,30
packnet,2,190,18.1205,4.9993,34.8670,3.8298,30
packnet,2,195,18.1205,5.5330,34.2185,3.8298,30
packnet,2,200,18.1205,5.6276,34.4207,3.8298,30
packnet,2,205,18.1205,5.1115,34.4976,3.8298,30
packnet,2,210,18.1205,5.1228,35.4971,3.8298,30
packnet,2,215,18.1205,5.0188,34.6330,3.8298,30
packnet,2,220,18.1205,4.9914,34.3805,3.8298,30
packnet,2,225,18.1205,4.9914,32.5506,3.8298,30
packnet,2,230,18.1205,4.9914,32.5794,3.8298,30
packnet,2,235,18.1205,4.9914,32.5860,3.8298,30
packnet,2,240,18.1205,4.9914,32.5843,3.8298,30
packnet,2,245,18.1205,4.9914,32.5883,3.8298,30
packnet,2,250,18.1205,4.9914,32.5880,3.8298,30
packnet,2,255,18.1205,4.9914,32.5876,3.8298,30
packnet,2,260,18.1205,4.9914,32.5859,3.8298,30
packnet,2,265,18.1205,4.9914,32.5771,3.8298,30
packnet,2,270,18.1205,4.9914,32.5725,3.8298,30
packnet,2,275,18.1205,4.9914,32.5195,3.8298,30
packnet,2,280,18.1205,4.9914,32.5241,3.8298,30
packnet,2,285,18.1205,4.9914,32.8791,3.8298,30
packnet,2,290,18.1205,4.9914,34.4285,3.8298,30
packnet,2,295,18.1205,4.9914,32.5142,3.8298,30
packnet,3,0,1.1694,1.0317,1.4607,3.8298,30
packnet,3,5,1.1557,1.0330,1.4512,3.8298,30
packnet,3,10,1.1372,1.0293,1.4577,3.8298,30
packnet,3,15,1.2420,1.0968,1.4511,3.8298,30
packnet,3,20,1.4164,1.2030,1.5468,3.8298,30
packnet,3,25,1.5955,1.3483,1.7368,3.8298,30
packnet,3,30,1.8380,1.6313,1.9633,3.8298,30
packnet,3,35,2.0501,1.8520,2.1238,3.8298,30
packnet,3,40,2.1828,1.9759,2.3176,3.8298,30
packnet,3,45,2.2619,2.0960,2.3885,3.8298,30
packnet,3,50,2.3234,2.2056,2.5403,3.8298,30
packnet,3,55,2.5073,2.2783,2.7717,3.8298,30
packnet,3,60,2.4780,2.3913,2.7908,3.8298,30
packnet,3,65,2.4811,2.2364,2.8065,3.8298,30
packnet,3,70,2.4055,2.1462,2.6910,3.8298,30
packnet,3,75,2.2323,1.8897,2.5048,3.8298,30
packnet,3,80,1.9955,1.8460,2.4178,3.8298,30
packnet,3,85,2.0085,1.8056,2.2781,3.8298,30
packnet,3,90,2.0057,1.7634,2.2607,3.8298,30
packnet,3,95,1.9154,1.7760,2.2913,3.8298,30
packnet,3,100,1.9686,1.5791,2.3512,3.8298,30
packnet,3,105,2.0770,1.6017,2.3908,3.8298,30
packnet,3,110,2.1462,1.6625,2.4156,3.8298,30
packnet,3,115,2.1584,1.8776,2.6980,3.8298,30
packnet,3,120,2.4997,2.0101,3.3523,3.8298,30
packnet,3,125,2.6251,2.0019,3.1290,3.8298,30
packnet,3,130,2.7588,2.0194,3.2926,3.8298,30
packnet,3,135,2.3581,2.0769,3.4141,3.8298,30
packnet,3,140,2.4873,1.8927,3.9665,3.8298,30
packnet,3,145,2.5726,1.8339,4.1970,3.8298,30
packnet,3,150,2.5770,2.0532,5.3225,3.8298,30
packnet,3,155,2.6085,2.0937,6.2775,3.8298,30
packnet,3,160,2.6884,2.0434,6.0831,3.8298,30
packnet,3,165,2.7136,1.8947,6.3586,3.8298,30
packnet,3,170,2.6395,1.8280,6.6655,3.8298,30
packnet,3,175,2.6181,1.8676,7.1585,3.8298,30
packnet,3,180,2.6181,1.8509,7.3610,3.8298,30
packnet,3,185,2.8928,1.9835,6.7452,3.8298,30
packnet,3,190,2.8164,2.1688,7.0714,3.8298,30
packnet,3,195,3.0274,2.1568,7.0213,3.8298,30
packnet,3,200,3.0106,2.1829,7.1639,3.8298,30
packnet,3,205,3.0837,2.3923,7.5572,3.8298,30
packnet,3,210,3.3246,2.3996,7.5596,3.8298,30
packnet,3,215,3.9259,2.6521,7.5547,3.8298,30
packnet,3,220,5.0052,2.6845,7.5587,3.8298,30
packnet,3,225,5.6562,3.0007,7.8854,3.8298,30
packnet,3,230,5.9863,3.0881,8.0380,3.8298,30
packnet,3,235,6.0534,3.2887,8.0839,3.8298,30
packnet,3,240,5.9744,3.1167,8.0085,3.8298,30
packnet,3,245,7.1765,3.0646,8.1116,3.8298,30
packnet,3,250,7.1372,3.2119,8.6255,3.8298,30
packnet,3,255,7.3053,3.4716,9.1569,3.8298,30
packnet,3,260,7.3089,3.6556,8.6188,3.8298,30
packnet,3,265,7.2518,3.6929,8.6574,3.8298,30
packnet,3,270,7.2710,4.2526,8.6175,3.8298,30
packnet,3,275,7.1829,4.3759,8.9954,3.8298,30
packnet,3,280,7.0141,4.4421,9.3818,3.8298,30
packnet,3,285,7.0536,4.4145,9.9447,3.8298,30
packnet,3,290,7.2106,4.8714,9.9973,3.8298,30
packnet,3,295,7.1984,4.4085,9.8353,3.8298,30
packnet,4,0,1.1663,1.0231,1.4557,3.8298,30
packnet,4,5,1.1459,1.0039,1.4486,3.8298,30
packnet,4,10,1.1444,1.0579,1.4551,3.8298,30
packnet,4,15,1.1836,1.0891,1.4597,3.8298,30
packnet,4,20,1.3097,1.1280,1.4709,3.8298,30
packnet,4,25,1.4003,1.2905,1.5261,3.8298,30
packnet,4,30,1.6046,1.4834,1.6665,3.8298,30
packnet,4,35,1.7702,1.6646,1.9294,3.8298,30
packnet,4,40,1.9130,1.8258,2.0139,3.8298,30
packnet,4,45,2.1513,1.9970,2.3866,3.8298,30
packnet,4,50,2.2548,2.0739,2.5532,3.8298,30
packnet,4,55,2.3427,2.2006,2.5950,3.8298,30
packnet,4,60,2.3381,2.1413,2.5868,3.8298,30
packnet,4,65,2.3031,2.1640,2.5406,3.8298,30
packnet,4,70,2.2100,2.0053,2.3434,3.8298,30
packnet,4,75,2.0703,1.7464,2.2915,3.8298,30
packnet,4,80,1.9672,1.6939,2.2026,3.8298,30
packnet,4,85,1.9320,1.7481,2.2339,3.8298,30
packnet,4,90,1.8441,1.7661,2.1640,3.8298,30
packnet,4,95,1.9146,1.6955,2.1367,3.8298,30
packnet,4,100,1.9629,1.6025,2.2500,3.8298,30
packnet,4,105,1.9194,1.6715,2.5895,3.8298,30
packnet,4,110,2.1450,1.7523,2.5232,3.8298,30
packnet,4,115,2.3403,1.9543,3.7550,3.8298,30
packnet,4,120,2.8244,1.9284,3.8633,3.8298,30
packnet,4,125,2.6882,2.0100,3.9913,3.8298,30
packnet,4,130,2.4920,1.9549,4.4667,3.8298,30
packnet,4,135,2.9271,2.0859,6.7890,3.8298,30
packnet,4,140,3.0920,2.0910,5.6860,3.8298,30
packnet,4,145,2.9440,2.0823,5.3917,3.8298,30
packnet,4,150,2.9089,2.2616,6.2928,3.8298,30
packnet,4,155,3.0659,2.1077,6.0072,3.8298,30
packnet,4,160,3.1677,2.2354,4.7375,3.8298,30
packnet,4,165,3.2620,2.4987,6.2162,3.8298,30
packnet,4,170,3.3949,2.8166,6.4660,3.8298,30
packnet,4,175,3.4583,2.7290,6.3609,3.8298,30
packnet,4,180,3.5713,2.5319,6.4986,3.8298,30
packnet,4,185,3.5647,3.1044,6.8096,3.8298,30
packnet,4,190,4.1482,3.1501,6.8154,3.8298,30
packnet,4,195,4.2510,3.1451,8.2266,3.8298,30
packnet,4,200,4.7823,3.5368,8.4821,3.8298,30
packnet,4,205,5.0140,3.6695,9.2601,3.8298,30
packnet,4,210,5.5964,3.6456,9.1639,3.8298,30
packnet,4,215,6.0160,3.5232,9.1622,3.8298,30
packnet,4,220,6.2012,3.7670,9.7292,3.8298,30
packnet,4,225,6.2634,3.7864,9.6669,3.8298,30
packnet,4,230,6.5670,4.1109,9.8644,3.8298,30
packnet,4,235,6.5764,4.0162,10.2138,3.8298,30
packnet,4,240,7.0838,4.2876,10.7563,3.8298,30
packnet,4,245,6.8025,4.5681,10.4385,3.8298,30
packnet,4,250,7.4653,4.9448,10.9211,3.8298,30
packnet,4,255,7.6933,5.0323,11.7597,3.8298,30
packnet,4,260,8.5145,5.0382,11.8761,3.8298,30
packnet,4,265,8.6699,5.0825,12.0856,3.8298,30
packnet,4,270,8.6382,5.0819,12.5874,3.8298,30
packnet,4,275,8.6256,5.3531,12.2783,3.8298,30
packnet,4,280,8.4253,5.2281,12.1807,3.8298,30
packnet,4,285,8.9679,5.7073,12.9811,3.8298,30
packnet,4,290,9.1981,6.8088,12.7435,3.8298,30
packnet,4,295,9.3998,6.5100,12.6426,3.8298,30
